enterprise-attack-v19.2.xlsx - techniques - cloud-matrix - platform contains Office Suite_or_Identity Provider_or_SaaS_or_IaaS,,,,,,,,,,,,,,,,
ID,STIX ID,name,description,url,created,last modified,domain,version,tactics,platforms,is sub-technique,sub-technique of,contributors,supports remote,impact type,relationship citations
T1614,attack-pattern--c877e33f-1df6-40d6-b1e7-ce70f16f4979,System Location Discovery,"
Adversaries may gather information in an attempt to calculate the geographical location of a victim host. Adversaries may use the information from [System Location Discovery](https://attack.mitre.org/techniques/T1614) during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.

Adversaries may attempt to infer the location of a system using various system checks, such as time zone, keyboard layout, and/or language settings.(Citation: FBI Ragnar Locker 2020)(Citation: Sophos Geolocation 2016)(Citation: Bleepingcomputer RAT malware 2020) Windows API functions such as <code>GetLocaleInfoW</code> can also be used to determine the locale of the host.(Citation: FBI Ragnar Locker 2020) In cloud environments, an instance's availability zone may also be discovered by accessing the instance metadata service from the instance.(Citation: AWS Instance Identity Documents)(Citation: Microsoft Azure Instance Metadata 2021)

Adversaries may also attempt to infer the location of a victim host using IP addressing, such as via online geolocation IP-lookup services.(Citation: Securelist Trasparent Tribe 2020)(Citation: Sophos Geolocation 2016)",https://attack.mitre.org/techniques/T1614,01 April 2021,12 May 2026,enterprise-attack,1.1,Discovery,"IaaS, Linux, Windows, macOS",FALSE,,"Hiroki Nagahama, NEC Corporation; Katie Nickels, Red Canary; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Wes Hurd",,,"(Citation: Malwarebytes Saint Bot April 2021),(Citation: ESET RedLine Stealer November 2024),(Citation: Kandji Cuckoo April 2024),(Citation: Prevailion DarkWatchman 2021),(Citation: Palo Alto Ashen Lepus DEC 2025),(Citation: SecureListUbiedo_Tsundere_Nov2025),(Citation: FBI Ragnar Locker 2020),(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ),(Citation: Kroll RedLine Stealer August 2024),(Citation: PaloAlto ContagiousInterview BeaverTail InvisibleFerret November 2023),(Citation: Socket BeaverTail XORIndex HexEval Contagious Interview July 2025),(Citation: Eset PlugX Korplug Mustang Panda March 2022),(Citation: Ensilo Darkgate 2018),(Citation: Korean FSI TA505 2020),(Citation: Group IB GrimAgent July 2021),(Citation: ESET Contagious Interview BeaverTail InvisibleFerret February 2025),(Citation: Socket HexEval BeaverTail Contagious Interview June 2025),(Citation: Secureworks Gold Prelude Profile),(Citation: S2W Racoon 2022),(Citation: Fortinet Remcos Campaign NOV 2024),(Citation: CISA AA24-038A PRC Critical Infrastructure February 2024),(Citation: SentinelOne Gootloader June 2021),(Citation: Zscaler PureCrypter JUN 2022),(Citation: Trellix Darkgate 2023),(Citation: Kaspersky Transparent Tribe August 2020),(Citation: Socket GlassWorm January 2026),(Citation: MalwareBytes SideCopy Dec 2021),(Citation: Hunt.io TeamPCP Toolkit MAY 2026),(Citation: McAfee RedLine Stealer April 2024),(Citation: Check Point Wirte NOV 2024),(Citation: Proofpoint RedLine Stealer March 2020),(Citation: CISA AR18-352A Quasar RAT December 2018),(Citation: BlackBerry Amadey 2020),,"
T1049,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,System Network Connections Discovery,"Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network. 

An adversary who gains access to a system that is part of a cloud-based environment may map out Virtual Private Clouds or Virtual Networks in order to determine what systems and services are connected. The actions performed are likely the same types of discovery techniques depending on the operating system, but the resulting information may include details about the networked cloud environment relevant to the adversary's goals. Cloud providers may have different ways in which their virtual networks operate.(Citation: Amazon AWS VPC Guide)(Citation: Microsoft Azure Virtual Network Overview)(Citation: Google VPC Overview) Similarly, adversaries who gain access to network devices may also perform similar discovery activities to gather information about connected systems and services.

Utilities and commands that acquire this information include [netstat](https://attack.mitre.org/software/S0104), ""net use,"" and ""net session"" with [Net](https://attack.mitre.org/software/S0039). In Mac and Linux, [netstat](https://attack.mitre.org/software/S0104) and <code>lsof</code> can be used to list current connections. <code>who -a</code> and <code>w</code> can be used to show which users are currently logged in, similar to ""net session"". Additionally, built-in features native to network devices and [Network Device CLI](https://attack.mitre.org/techniques/T1059/008) may be used (e.g. <code>show ip sockets</code>, <code>show tcp brief</code>).(Citation: US-CERT-TA18-106A) On ESXi servers, the command `esxi network ip connection list` can be used to list active network connections.(Citation: Sygnia ESXi Ransomware 2025)",https://attack.mitre.org/techniques/T1049,31 May 2017,12 May 2026,enterprise-attack,2.5,Discovery,"ESXi, IaaS, Linux, Network Devices, Windows, macOS",FALSE,,"Austin Clark, @c2defense; Praetorian",,,"(Citation: NCC Group APT15 Alive and Strong),(Citation: TrendMicro EarthLusca 2022),(Citation: McAfee Babuk February 2021),(Citation: Checkpoint MosesStaff Nov 2021),(Citation: Bitdefender FunnyDream Campaign November 2020),(Citation: Palo Alto Comnie),(Citation: CIRCL PlugX March 2013),(Citation: Talos Cobalt Strike September 2020),(Citation: Cybereason Cobalt Kitty 2017),(Citation: Securelist BlackEnergy Nov 2014),(Citation: Trend Micro MUSTANG PANDA PUBLOAD HIUPAN SEPTEMBER 2024),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: DFIR Report APT35 ProxyShell March 2022),(Citation: TrendMicro Tropic Trooper May 2020),(Citation: CheckPoint SpeakUp Feb 2019),(Citation: FireEye Clandestine Fox),(Citation: Secureworks BRONZE SILHOUETTE May 2023),(Citation: F-Secure BlackEnergy 2014),(Citation: BitDefender BADHATCH Mar 2021),(Citation: Symantec Orangeworm April 2018),(Citation: Malwarebytes Konni Aug 2021),(Citation: FireEye APT41 Aug 2019),(Citation: Kaspersky Turla),(Citation: ATT TeamTNT Chimaera September 2020),(Citation: Kaspersky Turla Aug 2014),(Citation: FireEye MESSAGETAP October 2019),(Citation: CISA MAR SLOTHFULMEDIA October 2020),(Citation: Trend Micro Muddy Water March 2021),(Citation: Mandiant Pulse Secure Update May 2021),(Citation: Talos GravityRAT),(Citation: TechNet Netstat),(Citation: Anthropic AI Orchestrated Campaign NOV 2025),(Citation: Kaspersky Andariel Ransomware June 2021),(Citation: BiZone Lizar May 2021),(Citation: Trend Micro TeamTNT),(Citation: Trend Micro Black Basta October 2022),(Citation: Kaspersky Adwind Feb 2016),(Citation: Cisco LotusBlossom 2025),(Citation: Mandiant APT1),(Citation: Bitdefender Sardonic Aug 2021),(Citation: Joint Cybersecurity Advisory Volt Typhoon June 2023),(Citation: Sysdig TeamPCP MAR 2026),(Citation: CERT Polska),(Citation: GovCERT Carbon May 2016),(Citation: Cybereason OperationCuckooBees May 2022),(Citation: Sygnia VelvetAnt 2024A),(Citation: McAfee Cuba April 2021),(Citation: evolution of pirpi),(Citation: ESET Okrum July 2019),(Citation: ESET BackdoorDiplomacy Jun 2021),(Citation: Palo Alto CVE-2015-3113 July 2015),(Citation: ESET Zebrocy May 2019),(Citation: Savill 1999),(Citation: AlienVault Sykipot 2011),(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: CME Github September 2018),(Citation: NTT Security Flagpro new December 2021),(Citation: GitHub Pupy),(Citation: RATANKBA),(Citation: Palo Alto OilRig May 2016),(Citation: FireEye admin@338),(Citation: SentinelLabs Metador Sept 2022),(Citation: Trend Micro Waterbear December 2019),(Citation: Dragos Crashoverride 2018),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: CarbonBlack Conti July 2020),(Citation: Kaspersky ProjectSauron Technical Analysis),(Citation: FRP GitHub),(Citation: Kaspersky QakBot September 2021),(Citation: Cybereason Soft Cell June 2019),(Citation: FoxIT Wocao December 2019),(Citation: PWC Cloud Hopper April 2017),(Citation: NCC Group Chimera January 2021),(Citation: Mandiant Suspected Turla Campaign February 2023),(Citation: ESET Turla Lunar toolset May 2024),(Citation: ESET Turla PowerShell May 2019),(Citation: Securelist Dtrack),(Citation: Symantec Buckeye),(Citation: Kaspersky ToddyCat Check Logs October 2023),(Citation: SOCRadar INC Ransom January 2024),(Citation: NHS Digital Egregor Nov 2020),(Citation: ESET ComRAT May 2020),(Citation: Unit 42 Lucifer June 2020),(Citation: Kaspersky Lyceum October 2021),(Citation: Group IB APT 41 June 2021),(Citation: FireEye APT38 Oct 2018),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: Antiy CERT Ramsay April 2020),(Citation: Github PowerShell Empire),(Citation: CheckPoint Naikon May 2020),(Citation: Mandiant FIN13 Aug 2022),(Citation: Secureworks Karagany July 2019),(Citation: FireEye APT34 Dec 2017),(Citation: Avira Mustang Panda January 2020),(Citation: McAfee Lazarus Nov 2020),(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: FireEye NETWIRE March 2019),(Citation: Kaspersky Poseidon Group),(Citation: FOX-IT May 2016 Mofang),(Citation: Symantec Volgmer Aug 2014),(Citation: McAfee Maze March 2020),(Citation: Kaspersky ThreatNeedle Feb 2021),(Citation: GitHub PoshC2),(Citation: GitHub Pacu),(Citation: GitHub Sliver Netstat),(Citation: Symantec W32.Duqu),,"
T1080,attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c,Taint Shared Content,"
Adversaries may deliver payloads to remote systems by adding content to shared storage locations, such as network drives or internal code repositories. Content stored on network drives or in other shared locations may be tainted by adding malicious programs, scripts, or exploit code to otherwise valid files. Once a user opens the shared tainted content, the malicious portion can be executed to run the adversary's code on a remote system. Adversaries may use tainted shared content to move laterally.

A directory share pivot is a variation on this technique that uses several other techniques to propagate malware when users access a shared network directory. It uses [Shortcut Modification](https://attack.mitre.org/techniques/T1547/009) of directory .LNK files that use [Masquerading](https://attack.mitre.org/techniques/T1036) to look like the real directories, which are hidden through [Hidden Files and Directories](https://attack.mitre.org/techniques/T1564/001). The malicious .LNK-based directories have an embedded command that executes the hidden malware file in the directory and then opens the real intended directory so that the user's expected action still occurs. When used with frequently used network directories, the technique may result in frequent reinfections and broad access to systems and potentially to new and higher privileged accounts. (Citation: Retwin Directory Share Pivot)

Adversaries may also compromise shared network directories through binary infections by appending or prepending its code to the healthy binary on the shared network directory. The malware may modify the original entry point (OEP) of the healthy binary to ensure that it is executed before the legitimate code. The infection could continue to spread via the newly infected file when it is executed by a remote system. These infections may target both binary and non-binary formats that end with extensions including, but not limited to, .EXE, .DLL, .SCR, .BAT, and/or .VBS.",https://attack.mitre.org/techniques/T1080,31 May 2017,24 October 2025,enterprise-attack,1.6,Lateral Movement,"Linux, Office Suite, SaaS, Windows, macOS",FALSE,,"David Routin; Michal Dida, ESET",,,"(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: ESET InvisiMole June 2020),(Citation: Kaspersky Darkhotel),(Citation: group-ib_redcurl2),(Citation: Microsoft Ransomware as a Service),(Citation: CarbonBlack Conti July 2020),(Citation: Softpedia MinerC),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Cybereason Conti Jan 2021),(Citation: TrendMicro Ursnif Mar 2015),(Citation: TrendMicro Ursnif File Dec 2014),(Citation: Eset Ramsay May 2020),(Citation: Cisco H1N1 Part 2),(Citation: ESET Gamaredon June 2020),(Citation: group-ib_redcurl1),(Citation: Corio 2008),(Citation: Windows Commands JPCERT),(Citation: NSA MS AppLocker),(Citation: Beechey 2010),(Citation: Mandiant Cloudy Logs 2023),(Citation: TechNet Applocker vs SRP),"
T1537,attack-pattern--d4bdbdea-eaec-4071-b4f9-5105e12ea4b6,Transfer Data to Cloud Account,"Adversaries may exfiltrate data by transferring the data, including through sharing/syncing and creating backups of cloud environments, to another cloud account they control on the same service.

A defender who is monitoring for large transfers to outside the cloud environment through normal file transfers or over command and control channels may not be watching for data transfers to another account within the same cloud provider. Such transfers may utilize existing cloud provider APIs and the internal address space of the cloud provider to blend into normal traffic or avoid data transfers over external network interfaces.(Citation: TLDRSec AWS Attacks)

Adversaries may also use cloud-native mechanisms to share victim data with adversary-controlled cloud accounts, such as creating anonymous file sharing links or, in Azure, a shared access signature (SAS) URI.(Citation: Microsoft Azure Storage Shared Access Signature)

Incidents have been observed where adversaries have created backups of cloud instances and transferred them to separate accounts.(Citation: DOJ GRU Indictment Jul 2018) ",https://attack.mitre.org/techniques/T1537,30 August 2019,24 October 2025,enterprise-attack,1.5,Exfiltration,"IaaS, Office Suite, SaaS",FALSE,,"Darin Smith, Cisco; ExtraHop; Gabriel Currie; Praetorian",,,"(Citation: Microsoft Storm-0501 Embargo Ransomware August 2025),(Citation: Secureworks GOLD IONIC April 2024),(Citation: group-ib_redcurl2),(Citation: group-ib_redcurl1),(Citation: Microsoft Purview Data Loss Prevention),(Citation: Microsoft 365 External Sharing),(Citation: Google Workspace Data Loss Prevention),(Citation: Google Workspace External Sharing),"
T1199,attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925,Trusted Relationship,"Adversaries may breach or otherwise leverage organizations who have access to intended victims. Access through trusted third party relationship abuses an existing connection that may not be protected or receives less scrutiny than standard mechanisms of gaining access to a network.

Organizations often grant elevated access to second or third-party external providers in order to allow them to manage internal systems as well as cloud-based environments. Some examples of these relationships include IT services contractors, managed security providers, infrastructure contractors (e.g. HVAC, elevators, physical security). The third-party provider's access may be intended to be limited to the infrastructure being maintained, but may exist on the same network as the rest of the enterprise. As such, [Valid Accounts](https://attack.mitre.org/techniques/T1078) used by the other party for access to internal network systems may be compromised and used.(Citation: CISA IT Service Providers)

In Office 365 environments, organizations may grant Microsoft partners or resellers delegated administrator permissions. By compromising a partner or reseller account, an adversary may be able to leverage existing delegated administrator relationships or send new delegated administrator offers to clients in order to gain administrative control over the victim tenant.(Citation: Office 365 Delegated Administration)",https://attack.mitre.org/techniques/T1199,18 April 2018,12 May 2026,enterprise-attack,2.4,Initial Access,"IaaS, Identity Provider, Linux, Office Suite, SaaS, Windows, macOS",FALSE,,"ExtraHop; Jannie Li, Microsoft Threat Intelligence Center (MSTIC); Praetorian",,,"(Citation: FireEye APT10 April 2017),(Citation: CrowdStrike StellarParticle January 2022),(Citation: Secureworks REvil September 2019),(Citation: DOJ APT10 Dec 2018),(Citation: therecord_redcurl),(Citation: MSTIC DEV-0537 Mar 2022),(Citation: MSTIC Nobelium Oct 2021),(Citation: Symantec Cicada November 2020),(Citation: Talos Sea Turtle 2019),(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: District Court of NY APT10 Indictment December 2018),(Citation: Microsoft Silk Typhoon MAR 2025),(Citation: Profero APT27 December 2020),(Citation: Check Point VOID MANTICORE Handala Hack March 2026),(Citation: DOJ GRU Indictment Jul 2018),(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: mandiant_apt44_unearthing_sandworm),(Citation: Microsoft POLONIUM June 2022),(Citation: Cybersecurity Advisory SVR TTP May 2021),(Citation: Microsoft Nobelium Admin Privileges),(Citation: Office 365 Partner Relationships),"
T1552,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517,Unsecured Credentials,"Adversaries may search compromised systems to find and obtain insecurely stored credentials. These credentials can be stored and/or misplaced in many locations on a system, including plaintext files (e.g. [Shell History](https://attack.mitre.org/techniques/T1552/003)), operating system or application-specific repositories (e.g. [Credentials in Registry](https://attack.mitre.org/techniques/T1552/002)),  or other specialized files/artifacts (e.g. [Private Keys](https://attack.mitre.org/techniques/T1552/004)).(Citation: Brining MimiKatz to Unix)",https://attack.mitre.org/techniques/T1552,04 February 2020,24 October 2025,enterprise-attack,1.5,Credential Access,"Containers, IaaS, Identity Provider, Linux, Network Devices, Office Suite, SaaS, Windows, macOS",FALSE,,"Austin Clark, @c2defense",,,"(Citation: CISA Leviathan 2024),(Citation: GitHub Pacu),(Citation: Cybereason Astaroth Feb 2019),(Citation: Huntress NPPSPY 2022),(Citation: CISA AA24-038A PRC Critical Infrastructure February 2024),(Citation: Ensilo Darkgate 2018),(Citation: RedLock Instance Metadata API 2018),(Citation: MS14-025),(Citation: Microsoft MS14-025),(Citation: ADSecurity Finding Passwords in SYSVOL),"
T1552.008,attack-pattern--9664ad0e-789e-40ac-82e2-d7b17fbe8fb3,Unsecured Credentials: Chat Messages,"Adversaries may directly collect unsecured credentials stored or passed through user communication services. Credentials may be sent and stored in user chat communication applications such as email, chat services like Slack or Teams, collaboration tools like Jira or Trello, and any other services that support user communication. Users may share various forms of credentials (such as usernames and passwords, API keys, or authentication tokens) on private or public corporate internal communications channels.

Rather than accessing the stored chat logs (i.e., [Credentials In Files](https://attack.mitre.org/techniques/T1552/001)), adversaries may directly access credentials within these services on the user endpoint, through servers hosting the services, or through administrator portals for cloud hosted services. Adversaries may also compromise integration tools like Slack Workflows to automatically search through messages to extract user credentials. These credentials may then be abused to perform follow-on activities such as lateral movement or privilege escalation (Citation: Slack Security Risks).",https://attack.mitre.org/techniques/T1552/008,14 March 2023,15 April 2025,enterprise-attack,1.1,Credential Access,"Office Suite, SaaS",TRUE,T1552,Douglas Weir,,,"(Citation: MSTIC DEV-0537 Mar 2022),,"
T1552.005,attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3,Unsecured Credentials: Cloud Instance Metadata API,"Adversaries may attempt to access the Cloud Instance Metadata API to collect credentials and other sensitive data.

Most cloud service providers support a Cloud Instance Metadata API which is a service provided to running virtual instances that allows applications to access information about the running virtual instance. Available information generally includes name, security group, and additional metadata including sensitive data such as credentials and UserData scripts that may contain additional secrets. The Instance Metadata API is provided as a convenience to assist in managing applications and is accessible by anyone who can access the instance.(Citation: AWS Instance Metadata API) A cloud metadata API has been used in at least one high profile compromise.(Citation: Krebs Capital One August 2019)

If adversaries have a presence on the running virtual instance, they may query the Instance Metadata API directly to identify credentials that grant access to additional resources. Additionally, adversaries may exploit a Server-Side Request Forgery (SSRF) vulnerability in a public facing web proxy that allows them to gain access to the sensitive information via a request to the Instance Metadata API.(Citation: RedLock Instance Metadata API 2018)

The de facto standard across cloud service providers is to host the Instance Metadata API at <code>http[:]//169.254.169.254</code>.
",https://attack.mitre.org/techniques/T1552/005,11 February 2020,12 May 2026,enterprise-attack,1.4,Credential Access,IaaS,TRUE,T1552,Praetorian,,,"(Citation: Black Hills Information Security TruffleHog January 2024),(Citation: Aikido Shai-Hulud September 2025),(Citation: Unit 42 Hildegard Malware),(Citation: Hunt.io TeamPCP Toolkit MAY 2026),(Citation: Github TruffleSecurity Trufflehog April 2025),(Citation: Cisco Talos Intelligence Group),(Citation: Flashpoint Mini Shai-Hulud MAY 2026),(Citation: Peirates GitHub),(Citation: Trend Micro TeamTNT),(Citation: RedLock Instance Metadata API 2018),(Citation: Amazon AWS IMDS V2),"
T1552.001,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,Unsecured Credentials: Credentials In Files,"Adversaries may search local file systems and remote file shares for files containing insecurely stored credentials. These can be files created by users to store their own credentials, shared credential stores for a group of individuals, configuration files containing passwords for a system or service, or source code/binary files containing embedded passwords.

It is possible to extract passwords from backups or saved virtual machines through [OS Credential Dumping](https://attack.mitre.org/techniques/T1003).(Citation: CG 2014) Passwords may also be obtained from Group Policy Preferences stored on the Windows Domain Controller.(Citation: SRD GPP)

In cloud and/or containerized environments, authenticated user and service account credentials are often stored in local configuration and credential files.(Citation: Unit 42 Hildegard Malware) They may also be found as parameters to deployment commands in container logs.(Citation: Unit 42 Unsecured Docker Daemons) In some cases, these files can be copied and reused on another machine or the contents can be read and then used to authenticate without needing to copy any files.(Citation: Specter Ops - Cloud Credential Storage)",https://attack.mitre.org/techniques/T1552/001,04 February 2020,12 May 2026,enterprise-attack,1.3,Credential Access,"Containers, IaaS, Linux, Windows, macOS",TRUE,T1552,"Jay Chen, Palo Alto Networks; Microsoft Threat Intelligence Center (MSTIC); Rory McCune, Aqua Security; Vishwas Manral, McAfee; Yossi Weizman, Azure Defender Research Team",,,"(Citation: Volexity Patchwork June 2018),(Citation: Palo Alto SharePoint Vulnerabilities JUL 2025),(Citation: GitHub Pupy),(Citation: Black Hills Information Security TruffleHog January 2024),(Citation: Mandiant UNC3944 May 2025),(Citation: Trend Micro SharePoint Attacks JUL 2025),(Citation: CERT-FR PYSA April 2020),(Citation: Socket Shai-Hulud November 2025),(Citation: GitHub QuasarRAT),(Citation: Kaspersky Adwind Feb 2016),(Citation: Proofpoint TA505 Sep 2017),(Citation: Trend Micro TeamPCP MAY 2026),(Citation: FireEye APT35 2018),(Citation: Talos Smoke Loader July 2018),(Citation: Cisco Talos Intelligence Group),(Citation: Aqua Security Blog Trivy Compromise APR 2026),(Citation: GitHub LaZagne Dec 2018),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: Unit42 Azorult Nov 2018),(Citation: FBI TeamPCP JUL 2026),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Google AI Threat Tracker MAY 2026),(Citation: Trend Micro Trickbot Nov 2018),(Citation: Wiz Trivy Compromise MAR 2026),(Citation: Aqua Security Trivy Compromise MAR 2026),(Citation: Github PowerShell Empire),(Citation: group-ib_redcurl1),(Citation: Securelist BlackEnergy Nov 2014),(Citation: Invincea XTunnel),(Citation: Symantec Leafminer July 2018),(Citation: Cado Security TeamTNT Worm August 2020),(Citation: Socket Shai-Hulud Trufflehog September 2025),(Citation: Unit42 OilRig Playbook 2023),(Citation: Symantec Elfin Mar 2019),(Citation: CISA Scattered Spider Advisory November 2023),(Citation: Unit 42 Hildegard Malware),(Citation: Cyberreason Anchor December 2019),(Citation: Microsoft SharePoint Exploit JUL 2025),(Citation: SentinelLabs Agent Tesla Aug 2020),(Citation: Flashpoint Mini Shai-Hulud MAY 2026),(Citation: Netskope Shai-Hulud November 2025),(Citation: Sygnia Elephant Beetle Jan 2022),(Citation: group-ib_redcurl2),(Citation: CrowdStrike Scattered Spider JUL 2025),(Citation: US-CERT Emotet Jul 2018),(Citation: Mandiant_UNC2165),(Citation: FireEye APT34 July 2019),(Citation: F-Secure BlackEnergy 2014),(Citation: Aikido Shai-Hulud September 2025),(Citation: TrendMicro Trickbot Feb 2019),(Citation: SentinelOne ToolShell JUL 2025),(Citation: Palo Alto Unit 42 Shai-Hulud November 2025),(Citation: Intel471_SH_Aug2021),(Citation: Eye Research ToolShell JUL 2025),(Citation: GitHub PoshC2),(Citation: Huntress Kali365 Device Code June 2026),(Citation: CISA Leviathan 2024),(Citation: CISA GRU29155 2024),(Citation: Symantec Buckeye),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: Wiz TeamPCP KICS MAR 2026),(Citation: Symantec MuddyWater Dec 2018),(Citation: Hunt.io TeamPCP Toolkit MAY 2026),(Citation: Fortgale StrelaStealer 2023),(Citation: FireEye APT33 Guardrail),(Citation: DCSO StrelaStealer 2022),(Citation: CrowdStrike Putter Panda),(Citation: AADInternals Documentation),(Citation: Anthropic AI Orchestrated Campaign NOV 2025),(Citation: CIS Emotet Dec 2018),(Citation: Phoenix TeamPCP 20 MAY 2026),(Citation: Trend Micro TeamTNT),,"
T1535,attack-pattern--59bd0dec-f8b2-4b9a-9141-37a1e6899761,Unused/Unsupported Cloud Regions,"Adversaries may create cloud instances in unused geographic service regions in order to evade detection. Access is usually obtained through compromising accounts used to manage cloud infrastructure.

Cloud service providers often provide infrastructure throughout the world in order to improve performance, provide redundancy, and allow customers to meet compliance requirements. Oftentimes, a customer will only use a subset of the available regions and may not actively monitor other regions. If an adversary creates resources in an unused region, they may be able to operate undetected.

A variation on this behavior takes advantage of differences in functionality across cloud regions. An adversary could utilize regions which do not support advanced detection services in order to avoid detection of their activity.

An example of adversary use of unused AWS regions is to mine cryptocurrency through [Resource Hijacking](https://attack.mitre.org/techniques/T1496), which can cost organizations substantial amounts of money over time depending on the processing power used.(Citation: CloudSploit - Unused AWS Regions)",https://attack.mitre.org/techniques/T1535,04 September 2019,12 May 2026,enterprise-attack,2,Stealth,IaaS,FALSE,,Netskope,,,",(Citation: CloudSploit - Unused AWS Regions),"
T1550,attack-pattern--51a14c76-dd3b-440b-9c20-2bf91d25a814,Use Alternate Authentication Material,"Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls. 

Authentication processes generally require a valid identity (e.g., username) along with one or more authentication factors (e.g., password, pin, physical smart card, token generator, etc.). Alternate authentication material is legitimately generated by systems after a user or application successfully authenticates by providing a valid identity and the required authentication factor(s). Alternate authentication material may also be generated during the identity creation process.(Citation: NIST Authentication)(Citation: NIST MFA)

Caching alternate authentication material allows the system to verify an identity has successfully authenticated without asking the user to reenter authentication factor(s). Because the alternate authentication must be maintained by the system—either in memory or on disk—it may be at risk of being stolen through [Credential Access](https://attack.mitre.org/tactics/TA0006) techniques. By stealing alternate authentication material, adversaries are able to bypass system access controls and authenticate to systems without knowing the plaintext password or any additional authentication factors.
",https://attack.mitre.org/techniques/T1550,30 January 2020,12 May 2026,enterprise-attack,2,Lateral Movement,"Containers, IaaS, Identity Provider, Linux, Office Suite, SaaS, Windows",FALSE,,"Blake Strom, Microsoft Threat Intelligence; Pawel Partyka, Microsoft Threat Intelligence",,,"(Citation: Secureworks IRON RITUAL Profile),(Citation: MSTIC FoggyWeb September 2021),(Citation: Microsoft 365 Defender Solorigate),(Citation: Okta DPoP 2023),(Citation: Microsoft Token Protection 2023),"
